No,Name,NickName,GENDER,ELEMENT,POSITION,ROLE,AGE_GROUP,SCHOOL_YEAR,TEAM,OBTAIN,IE1,IE2,IE3,GO1,GO2,GO3,ARS,ORI,VIC,KICK,CONTROL,TECHNIQUE,PRESSURE,PHYSICAL,AGILITY,INTELLIGENCE,SHOT,FOCUS(AT),FOCUS(DF),SCRAMBLE(AT),SCRAMBLE(DF),SHOT_BLOCK,KEEPER_POWER
5038,鮫川 颯,鮫川,男,林,DF,選手,大人,-,南雲原ショップキーパーズ,魚市場のせりで反射神経を磨いた魚屋の店主。眼光鋭い元不良で　肉屋の牛田とは犬猿の仲。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5039,牛田 猛臣,牛田,男,山,MF,選手,大人,-,南雲原ショップキーパーズ,優しそうな見た目だが　元不良の肉屋の店主。猛牛のようにフィールドを突っ走る。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5040,キム・チフン,キム,男,火,GK,監督,大人,-,南雲原ショップキーパーズ,『雷雷軒』の店長で　韓国人サッカーコーチ。社交性が高く　選手を鼓舞するのが上手い。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5041,湯元 千南,千南,女,山,FW,マネージャー,高校生,-,南雲原ショップキーパーズ,月見の娘で　商店街の看板である高校生。様々なお店の手伝いをし　愛されている。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5042,師走 直大,師走,男,山,GK,選手,大人,-,路地裏バックキックス,ケンカでの逃走中　二代目に助けられ恩義を感じて　チームに加入した新入り。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5043,ジューン・デビッドソン,ジューン,男,林,DF,選手,大人,-,路地裏バックキックス,クラブのセキュリティをしている屈強な大男。無表情で威圧感があるが　実はイタズラ好き。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5044,天倉 舞麻,天倉,女,風,DF,選手,大人,-,路地裏バックキックス,毎日の夜遊びが原因で　いつも眠たそうな子。ダンサーの夢を認めてくれない親に反抗中。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5045,海野 長十郎,海野,男,風,DF,選手,大人,-,路地裏バックキックス,いつの間にかチームに加入していた謎の人物。長身だが存在感が薄く　小声でしゃべる。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5046,月瓦 玄作,月瓦,男,山,MF,選手,大人,-,路地裏バックキックス,先代の愛した趣味であることに意義を感じ特別好きではないサッカーを続けている。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5047,日出 力也,日出,男,火,MF,選手,大人,-,路地裏バックキックス,考えるより先に体が動く　武闘派アウトロー。粘り強い姿勢で　多くの修羅場を乗り越えた。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5048,冥道 知臣,冥道,男,林,MF,選手,大人,-,路地裏バックキックス,冷静沈着で　判断の的確さはピカイチ。目立つのを嫌い　月瓦に影のごとく付き従う。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5049,金渕 誠,ブチ,男,林,MF,選手,大人,-,路地裏バックキックス,野球少年だったが　肩を壊してアウトローに。闘争心をむき出しにしたラフプレイで攻める。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5050,水木 三郎,アニキ,男,山,FW,選手,大人,-,路地裏バックキックス,突出した能力はないが　なぜか舎弟が集まる。試合中も　ボールが不思議と集まってくる。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5051,木山 与一,モク,男,火,FW,選手,大人,-,路地裏バックキックス,上下関係が厳しいチーム内でも可愛がられ空気を変える　ムードメーカーな後輩キャラ。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5052,火地原 平治,カジ,男,風,FW,選手,大人,-,路地裏バックキックス,バイクに乗りスピードを肌で感じるのが好き。足が速く　積極的にこぼれ球を拾う。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5053,隕石 豪平,隕石,男,火,DF,選手,大人,-,路地裏バックキックス,ギャンブルが大好きで豪快な性格。大負けしたときは　周囲にお小遣いをせびる。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5054,睦井 辰ノ介,睦井,男,火,MF,選手,大人,-,路地裏バックキックス,子どもが生まれたばかりの新米パパ。我が子の手本となるため　正々堂々とプレイ。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5055,長峰 欽吾,長峰,男,火,FW,選手,大人,-,路地裏バックキックス,酒癖の悪さで職を失い　家族にも勘当された。サッカーに私情を挟み　ラフプレイが目立つ。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5056,土上 勇武,土上,男,山,MF,選手,大人,-,路地裏バックキックス,年上にもケンカを吹っ掛ける度胸を持つが母親には弱く　家の中では猫をかぶる。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5057,地枝 大寿,地枝,男,風,GK,選手,大人,-,路地裏バックキックス,グラフィティアーティストに憧れており実家の倉庫の壁を使って練習している。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5058,二代目,二代目,男,林,MF,監督,超越,-,路地裏バックキックス,高い知能を感じさせる　気品のある大型犬。見どころのある人間へのみ「お手」をする。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5059,横出 笹永,横出,男,風,GK,マネージャー,大人,-,路地裏バックキックス,親を継いだ若頭だが　極めて常識的な一般人。野心もなく　平穏に暮らしたいと願っている。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5060,田之村 将星,田之村,男,山,GK,選手,小学生,-,海カモメサッカークラブ,一年中　半袖しか着ないが風邪を引かない。底なしのスタミナとパワーが持ち味。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5061,手結代 ゆらの,ゆらの,女,風,DF,選手,小学生,-,海カモメサッカークラブ,中学生と見間違えるほど身長が高く左右にゆらゆらと揺れているため目立つ。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5062,氷見谷 愛蔵,愛蔵,男,風,DF,選手,小学生,-,海カモメサッカークラブ,好きなアイスを食べすぎて　大きな体に。試合前に食べるとパワーがみなぎり覚醒する。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5063,等々川 セオ,セオ,男,風,DF,選手,小学生,-,海カモメサッカークラブ,何を考えているか不明なミステリアスな子。以心伝心できるか　カモメに話しかけている。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5064,紫芝 悠李,悠李,女,風,MF,選手,小学生,-,海カモメサッカークラブ,運動神経が抜群で　どんなスポーツもこなす。クールに見えるが　実はぬいぐるみが大好き。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5065,雛石 のえる,のえる,女,林,MF,選手,小学生,-,海カモメサッカークラブ,占いや心理テストが大好きで　試合前にはチームの仲間にラッキーアイテムを教える。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5066,要野 樹里亜,樹里亜,女,林,MF,選手,小学生,-,海カモメサッカークラブ,インフルエンサーの両親の影響を受け流行りものが好きで　常にアンテナを張る。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5067,間瀬 理仁,理仁,男,風,MF,選手,小学生,-,海カモメサッカークラブ,教育熱心な両親の指導で　勉強も運動も一流。自分より低級な相手には見下した態度をとる。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5068,九平 映夢,映夢,男,火,FW,選手,小学生,-,海カモメサッカークラブ,ゲームが好きで　シューティングゲームでは大人と張り合えるレベルの腕前。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5069,須賀見 彩好凪,彩好凪,女,風,FW,選手,小学生,-,海カモメサッカークラブ,天使と見間違えられるほど　かわいい子。天才肌で　チームで一番に必殺技を習得した。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5070,御倉場 レアル,レアル,男,風,FW,選手,小学生,-,海カモメサッカークラブ,レアものに目がなく　カードゲームで流行りのレアものを集めるのが趣味。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5071,七種 玲良,玲良,女,林,FW,選手,小学生,-,海カモメサッカークラブ,とても真面目で　正義感の強い子。ベンチでは両チームのプレイを分析している。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5072,六呂田 常世,六呂田,男,山,MF,選手,小学生,-,海カモメサッカークラブ,話が長く　チームメイトをよく困らせる。サッカーオタクで　知識を語ると止まらない。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5073,乃々森 絵麻,絵麻,女,林,MF,選手,小学生,-,海カモメサッカークラブ,読書が好きで　文芸の指示出しを聞いてはその表現から妄想を膨らませて楽しんでいる。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5074,笑ノ宮 真夏,真夏,男,火,MF,選手,小学生,-,海カモメサッカークラブ,人を笑わせることが大好きでギャグを言ってはスベるが　決してめげない。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5075,遊馬 一紗,一紗,女,風,GK,選手,小学生,-,海カモメサッカークラブ,空手を習っており　すばやい動きと強いパンチングで　ボールをセーブする。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5076,文芸 葉月,文芸,女,風,FW,監督,大学生,-,海カモメサッカークラブ,海の指導員をする傍ら　小説家を目指す少女。小説風の文章で　試合中の指示出しを行う。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5077,泡田 飯彦,泡田,男,風,GK,マネージャー,大人,-,海カモメサッカークラブ,海と酒と飯を愛する　海の家のオーナー。子どもたちには　度々「酒臭い」と言われる。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5078,懐沢 芽朗,懐沢,男,風,DF,マネージャー,大人,-,海カモメサッカークラブ,ウクレレで昭和のラブソングばかり弾き語りネットに動画を投稿するが　伸び悩んでいる。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5079,ドリサイト 鷹津路,ドリサイト,男,風,MF,マネージャー,大人,-,海カモメサッカークラブ,魅惑の美ボディを目指し　筋トレを怠らない。子ども相手に　かわいさで張り合うことも。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5080,新渡戸 伝造,新渡戸,男,林,GK,選手,中学生,二年生,偉仁銘文堂,ボールを通して　他者と対話していると考え相手に無言で熱い視線を送って怖がられがち。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5081,福沢 導吉,福沢,男,山,DF,選手,中学生,二年生,偉仁銘文堂,全員の気持ちが揃わないと気が済まず試合の前でも演説を始めて　よく止められる。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5082,北里 岳三郎,北里,男,山,DF,選手,中学生,一年生,偉仁銘文堂,以前は　書籍だけでサッカーを学んでいたが今はピッチを走りながら　戦略を考えている。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5083,藤野 鎌足,藤野,男,火,DF,選手,中学生,三年生,偉仁銘文堂,歴史に名を遺すため　何でも勉強しておりサッカーもその中の１つで　実力は発展途上。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5084,渋沢 栄宏,渋沢,男,山,MF,選手,中学生,一年生,偉仁銘文堂,実業家の親を見て　経営を自然に覚えた天才。チーム運営にも　そのセンスを活かしている。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5085,二ツ宮 金次郎,二ツ宮,男,林,MF,選手,中学生,二年生,偉仁銘文堂,中学からサッカーを始めて　才能が開花。廊下でリフティングして　よく怒られている。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5086,式野 紫,式野,女,風,MF,選手,中学生,二年生,偉仁銘文堂,サッカーで得た気づきを日記に記しているが門外不出の内容らしく　極秘扱い。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5087,比口 竹葉,比口,女,林,MF,選手,中学生,二年生,偉仁銘文堂,気分転換で始めたサッカーにハマった。この経験を　いつか自伝として出版する予定。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5088,伊戸 博恭,伊戸,男,風,MF,選手,中学生,二年生,偉仁銘文堂,両親が政治家で　責任感の塊のような性格。無理難題を引き受け　自分の首を絞めている。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5089,聖 徳太郎,聖,男,林,FW,選手,中学生,三年生,偉仁銘文堂,どんな小さな噂でも知っている地獄耳。心眼ですべて見通し　いつも一歩先を行く。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5090,梅津 山子,梅津,女,火,FW,選手,中学生,一年生,偉仁銘文堂,挑戦を恐れない　熱い精神の持ち主。試合では　敵陣に突っ込みすぎるのが悩み。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5091,岩倉 具次,岩倉,男,山,FW,選手,中学生,一年生,偉仁銘文堂,大富豪の家庭に生まれるが　特別扱いが嫌い。サッカーをすると本当の自分になれるらしい。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5092,和気野 清磨,和気野,男,風,DF,選手,中学生,二年生,偉仁銘文堂,いつも離れた場所で　みんなを観察しているが距離感がつかめず　人に近づくのが怖いだけ。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5093,神宮 皇月,神宮,女,山,MF,選手,中学生,三年生,偉仁銘文堂,天の加護を信じて　大胆にプレイする選手。大事な試合の日は高確率で晴れるという。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5094,井野口 英幸,井野口,男,林,DF,選手,中学生,二年生,偉仁銘文堂,健康のため生活リズムを徹底して守っている。行動を見れば今の時間が分かる　歩く時計。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5095,高箸 是清,高箸,男,火,GK,選手,中学生,一年生,偉仁銘文堂,頭の回転は超高速だが　走りはとてもスロー。サッカーを始めた理由は　誰も知らない。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5096,板垣 統吾郎,板垣,男,山,FW,監督,大人,-,偉仁銘文堂,自身にサッカー経験はないがあらゆる戦術書を読み　選手たちに伝授した。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5097,菅方 梅真,菅方,男,火,FW,マネージャー,中学生,一年生,偉仁銘文堂,口下手で無口だが　文章を書かせると饒舌。試合の前は　手紙を書いて選手を応援する。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5098,摩周 一心,摩周,男,風,GK,選手,中学生,一年生,白恋中,すさまじい瞬発力を持つ　天性のプレイヤー。集中していると　まったくの無言になる。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5099,丸間 露万,丸間,男,風,DF,選手,中学生,一年生,白恋中,誘われて始めたサッカーで　才能が判明。しかし　本人が一番それを信じていない。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5100,熊森 ねねみ,熊森,女,山,DF,選手,中学生,三年生,白恋中,いつも　おいしそうな香りをまとっておりおやつのことを考えれば　高速で走れる。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5101,風蓮 白矢,風蓮,男,風,DF,選手,中学生,二年生,白恋中,幸か不幸か　ボールが寄ってくる性質で雪合戦をすると　流れ弾で集中砲火を受ける。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5102,戸望 初幸,戸望,男,山,DF,選手,中学生,二年生,白恋中,雪の中で　試行錯誤しながらサッカーの特訓をして体力をつけた。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5103,松香 本道,松香,男,林,MF,選手,中学生,三年生,白恋中,人の名前が覚えられず　無口で通しているがごまかしているのを　実は全員が知っている。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5104,角崎 赤刃,角崎,男,火,MF,選手,中学生,二年生,白恋中,どんなに寒くても　吹雪の中でも練習を欠かさない根性を持っている。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5105,村住 薄荷,村住,男,林,MF,選手,中学生,二年生,白恋中,田舎の村の出身で　興味があることには積極的に関わりにいき　落ち着きがない。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5106,朱鞠 ほろか,朱鞠,女,風,MF,選手,中学生,二年生,白恋中,ギャグが大好きな元気印で　人気もあるが他の気になるチームに混じろうとする困り者。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5107,北平 雨竜,北平,男,林,FW,選手,中学生,二年生,白恋中,広い視野の観察眼は　どのポジションでも重宝。周りは見えるのに　何もない場所でつまずく。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5108,寒河江 琥吉,寒河江,男,火,FW,選手,中学生,一年生,白恋中,ド派手なプレイで目立ちたい暴れん坊。譲れないところがあれば　先輩にも物申す。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5109,氷英坂 岩人,氷英坂,男,風,FW,選手,中学生,二年生,白恋中,ケガを乗り越えて復帰したストライカー。最近　隠してきた甘いもの好きがバレた。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5110,積盛 宇麻里,積盛,女,林,GK,選手,中学生,二年生,白恋中,運動神経バツグンの　雪遊びのエキスパート。寒さには　めっぽう強いのが自慢。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5111,並原 夜菜,並原,男,風,DF,選手,中学生,一年生,白恋中,不思議な現象に目がなく　サッカーを始めた。雪男もサンタクロースも信じている。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5112,天家 のも,天家,男,山,FW,選手,中学生,二年生,白恋中,空気を嗅ぐと　次の日の天気が分かる。その野性的な勘で　チャンスも嗅ぎつける。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5113,神橋 末造,神橋,男,林,DF,選手,中学生,三年生,白恋中,みんなで集まって　ワイワイ騒ぐのが好き。最近は　作ったお菓子もよく配っている。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5114,蕗田 豊治,蕗田,男,火,DF,監督,大人,-,白恋中,性格も使う技も　バラバラな選手たちをしっかりまとめる　自称『愉快なおじさん』。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5115,喜谷 八雲,喜谷,男,林,DF,マネージャー,中学生,二年生,白恋中,サッカー観戦が趣味で　アドバイスも的確。監督のムダ話を聞き流すスキルも高い。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5116,稲積 石楼,稲積,男,火,GK,選手,中学生,二年生,法令館中,ラフプレイを見逃さない　冷徹な監視の目。味方でも　ラフプレイをした者は糾弾する。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5117,堅道 屋次郎,堅道,男,火,DF,選手,中学生,二年生,法令館中,正面から正々堂々　勝負することを好む。逆に駆け引きは苦手で　不器用を自覚している。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5118,大東 領也,大東,男,林,DF,選手,中学生,二年生,法令館中,異なる考えの相手でも　理解しようと努める。その姿勢で　周囲の信頼を勝ち取ってきた。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5119,忠道 風貴,忠道,男,火,DF,選手,中学生,二年生,法令館中,試合中　いつも元気に駆け回る体力おばけ。足は速いが　曲がるのと止まるのは苦手。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5120,猪狩 鉄太,猪狩,男,山,DF,選手,中学生,二年生,法令館中,目立たない自分を変えようとサッカーに挑戦。熱中すると　ラフプレイが出てしまう。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5121,暮乃 判華,暮乃,女,火,MF,選手,中学生,二年生,法令館中,すべてが早く　速読やフラッシュ暗算が得意。最速で勝機をつかみ　即決定打につなげる。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5122,浅葱 有翔,浅葱,男,風,MF,選手,中学生,二年生,法令館中,人当たりがよく　友だちも多いが嘘をついてからかう　厄介な趣味がある。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5123,掟原 斬,掟原,男,林,MF,選手,中学生,二年生,法令館中,小さな悪も許さない　超がつく生真面目。正義のために犠牲をいとわないところがある。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5124,下間 憲正,下間,男,山,FW,選手,中学生,二年生,法令館中,頑固者で　意見が違うとよく口論になる。あとで激しく後悔するまでがセット。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5125,甲手 則光,甲手,男,火,FW,選手,中学生,一年生,法令館中,素直すぎるため　どんな嘘でも信じてしまう。サッカーも　最初はだまされて始めた。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5126,伏見 紫司,伏見,男,山,FW,選手,中学生,二年生,法令館中,ルールの裏をかくのが好きでサッカーでは相手にファウルさせるのが得意。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5127,律ノ森 こまち,律ノ森,女,山,MF,選手,中学生,一年生,法令館中,優等生のサッカーに飽きて刺激が欲しくなり最近　密かにラフプレイの研究を始めた。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5128,真壁 白,真壁,女,林,GK,選手,中学生,一年生,法令館中,笑顔がまぶしい　サッカー大好き少女。その純粋さに救われた人も　少なくないとか。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5129,多田敷 花丸,多田敷,男,火,FW,選手,中学生,一年生,法令館中,何事も挑戦の精神で　失敗してもくじけない。褒められれば　無限に走り続けられる。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5130,霧木 宗翠,霧木,男,林,DF,選手,中学生,三年生,法令館中,試合ではファウルをしない優等生だが見えないところでは　わりと荒っぽい。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5131,濁谷 奈輝,濁谷,男,山,DF,選手,中学生,三年生,法令館中,短気でサッカーでも強引なプレイがあったが今は考えを変え　かわすことに特化した。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5132,九条 静子,九条,女,火,DF,監督,大人,-,法令館中,徹底した選手の管理と　鋭い指摘が持ち味。勝敗と同じくらい　ルールの遵守も重んじる。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5133,小丸 古太,小丸,男,火,DF,マネージャー,中学生,二年生,法令館中,相手チームの情報収集が得意で過去の選手も網羅する　歩くサッカー図鑑。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5134,式地 円蔵,式地,男,火,GK,選手,中学生,二年生,英愛学園,人工知能の可能性を証明しようと監督からサッカー部に勧誘されたエンジニア。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5135,森戸 安光,森戸,男,火,DF,選手,中学生,一年生,英愛学園,最新技術とは無縁だったが　適応力は高く最先端のサッカーにも　すぐに順応した。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5136,軌寺 電悟,軌寺,男,風,DF,選手,中学生,二年生,英愛学園,病気がちだったが　トレーニングメニューをＡＩに作ってもらい筋肉と健康を手に入れた。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5137,波形 量正,波形,男,林,DF,選手,中学生,一年生,英愛学園,作曲ＡＩで　なぜか演歌ばかり作っており試合中も口ずさみながらプレイしている。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5138,黒倉 光邦,黒倉,男,山,DF,選手,中学生,二年生,英愛学園,チームを勝利に導くため　奔走する努力家。キャプテンの想定外の行動に振り回されがち。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5139,文影 チノ,文影,男,林,DF,選手,中学生,二年生,英愛学園,機械が苦手で　難しいことは他人任せ。ボールを追いかけると　夢中になってしまう。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5140,四つ角 敬里,四つ角,女,山,MF,選手,中学生,三年生,英愛学園,無意識に　周囲の情報を計算するのがクセ。そのためか　いつも疲れていて気だるげ。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5141,珠切 算莉,珠切,女,火,MF,選手,中学生,二年生,英愛学園,ただのサッカー好きから　選手にチャレンジ。強気な態度をしているが　実は小心者。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5142,計 智数,計,男,林,MF,選手,中学生,二年生,英愛学園,ＡＩの作戦には従わず　感覚的にプレイする。そのトリッキーな動きはＡＩにも計算不能。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5143,守能 論利,守能,男,山,FW,選手,中学生,二年生,英愛学園,ＡＩの指示に従い　サッカーをプレイする。日常生活の行動も全部ＡＩが決めているとか。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5144,等田 率未,等田,女,林,FW,選手,中学生,二年生,英愛学園,普段からＡＩと会話をして楽しんでいる。知っているサッカー情報も　ＡＩの受け売り。,×,×,×,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
5145,円算 数士,円算,男,山,GK,選手,中学生,三年生,英愛学園,監督の使うＡＩに　興味を持って近づいた。世界一の人工知能を自作するのが夢。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
